accuracy,loss,val_accuracy,val_loss,learning_rate
0.31801638007164,1.8701189756393433,0.5310218930244446,1.21523916721344,9.999999747378752e-05
0.49408552050590515,1.2556030750274658,0.6405109763145447,0.9958865642547607,9.999999747378752e-05
0.599181056022644,1.0371185541152954,0.7262773513793945,0.822745680809021,9.999999747378752e-05
0.6665149927139282,0.8972124457359314,0.7335766553878784,0.7457174062728882,9.999999747378752e-05
0.688808023929596,0.8296350836753845,0.760948896408081,0.7097156047821045,9.999999747378752e-05
0.7033666968345642,0.8135853409767151,0.7773722410202026,0.6733109354972839,9.999999747378752e-05
0.7233849167823792,0.7474732995033264,0.8010948896408081,0.6005086898803711,9.999999747378752e-05
0.755232036113739,0.6802539229393005,0.7737226486206055,0.6356950998306274,9.999999747378752e-05
0.7684258222579956,0.6292546391487122,0.793795645236969,0.5835695862770081,9.999999747378752e-05
0.7766150832176208,0.628424882888794,0.793795645236969,0.5576798319816589,9.999999747378752e-05
0.771155595779419,0.5979576110839844,0.8029196858406067,0.5609882473945618,9.999999747378752e-05
0.7848043441772461,0.5953052043914795,0.8102189898490906,0.5461724400520325,9.999999747378752e-05
0.7952684164047241,0.5576991438865662,0.8102189898490906,0.5448383688926697,9.999999747378752e-05
0.7907188534736633,0.568724513053894,0.8065693378448486,0.5549580454826355,9.999999747378752e-05
0.798453152179718,0.5466073155403137,0.8175182342529297,0.5147120952606201,9.999999747378752e-05
0.8107370138168335,0.5115484595298767,0.8083941340446472,0.5269719958305359,9.999999747378752e-05
0.8175614476203918,0.5161924362182617,0.8138686418533325,0.5093440413475037,9.999999747378752e-05
0.8257507085800171,0.4803168475627899,0.8175182342529297,0.5025045871734619,9.999999747378752e-05
0.8061874508857727,0.4876095950603485,0.8120437860488892,0.531273603439331,9.999999747378752e-05
0.8343949317932129,0.45387452840805054,0.8248175382614136,0.4899871051311493,9.999999747378752e-05
0.8252957463264465,0.469649076461792,0.8357664346694946,0.4827563464641571,9.999999747378752e-05
0.8366696834564209,0.45764049887657166,0.8448905348777771,0.47005078196525574,9.999999747378752e-05
0.8421292304992676,0.4433087110519409,0.819343090057373,0.49011898040771484,9.999999747378752e-05
0.8398544192314148,0.44436267018318176,0.8357664346694946,0.47843143343925476,9.999999747378752e-05
0.8453139066696167,0.4357847273349762,0.8302919864654541,0.47624000906944275,4.999999873689376e-05
0.8503184914588928,0.4191853106021881,0.8284671306610107,0.4963633418083191,4.999999873689376e-05
0.8553230166435242,0.4101448655128479,0.8357664346694946,0.46543312072753906,2.499999936844688e-05
0.8462238311767578,0.42833924293518066,0.8394160866737366,0.45686742663383484,2.499999936844688e-05
0.8398544192314148,0.4397733807563782,0.8339415788650513,0.48105454444885254,2.499999936844688e-05
0.8544130921363831,0.4160090982913971,0.8321167826652527,0.4572753608226776,2.499999936844688e-05
0.8539581298828125,0.3958718776702881,0.8412408828735352,0.48152294754981995,1.249999968422344e-05
0.8535031676292419,0.41653862595558167,0.8357664346694946,0.47725147008895874,1.249999968422344e-05
0.8539581298828125,0.40948039293289185,0.8412408828735352,0.459175169467926,6.24999984211172e-06
